Client_Name,Client_ID,Settlement_Currency,Bank_Name,Account_Number,Swift_Code,Source_System,Creation_Date
See Ellings,CLT006,KZT,Rainbow Bank,122187335,CITIUS33,SystemA,10/21/2021
Meade Gatch,CLT007,JPY,Golden Gate Bank,83902154,PNCCUS33,SystemD,12-02-2021
Corabel Shorte,CLT008,UGX,Rainbow Bank,91071611,WFBIUS6S,SystemH,12/22/2020
Shirlene Gudgen,CLT009,EUR,Rainbow Bank,111104921,CITIUS33,SystemE,12-10-2020
Ula Turford,CLT010,RUB,Emerald Bank,42207735,FTBCUS3C,SystemH,10/25/2021
Rori Rodd,CLT001,EUR,Silver Lake Bank,321170444,CITIUS33,SystemJ,2/19/2020
Derward Riddall,CLT002,EUR,Maple Leaf Bank,63100714,BOFAUS3N,SystemE,11-12-2020
Saundra McParland,CLT003,CNY,Maple Leaf Bank,113110984,CITIUS33,SystemC,3/31/2021
Thibaud Marty,CLT004,EUR,Starlight Bank,55000770,PNCCUS33,SystemF,11/21/2020
Hunfredo Ryson,CLT005,BGN,Golden Gate Bank,51404985,WFBIUS6S,SystemB,06-11-2021
Mahala Foden,CLT006,BDT,Silver Lake Bank,101901396,CITIUS33,SystemH,5/16/2021
Roz Landrean,CLT007,MGA,Starlight Bank,51400646,BOFAUS3N,SystemH,2/20/2020
Vassili Croker,CLT008,CNY,Starlight Bank,54001204,BOFAUS3N,SystemB,7/28/2020
Sheffie Batts,CLT009,IDR,Starlight Bank,271970066,CITIUS33,SystemI,2/25/2021
Kamilah Benbow,CLT010,EUR,Silver Lake Bank,21313103,CITIUS33,SystemH,09-12-2020
Kelsey Erangey,CLT001,COP,Emerald Bank,44106397,CITIUS33,SystemD,02-07-2020
Silas Landrean,CLT002,THB,Golden Gate Bank,55002244,PNCCUS33,SystemG,10-08-2021
Ezequiel Dawidowsky,CLT003,IDR,Emerald Bank,221271265,SVRNUS33,SystemJ,03-01-2020
Edith Bounds,CLT004,IDR,Mountain View Bank,123206846,CITIUS33,SystemI,7/14/2020
Kellen Papes,CLT005,CNY,Rainbow Bank,72400670,PNCCUS33,SystemD,02-10-2020
Basil Larchiere,CLT006,CLP,Rainbow Bank,41205521,PNCCUS33,SystemI,08-11-2020
Jewelle Fenner,CLT007,PLN,Ocean Breeze Bank,74912577,PNCCUS33,SystemD,04-02-2020
Rossie Normaville,CLT008,SEK,Emerald Bank,111913798,NFBKUS33,SystemC,9/17/2021
Yorke Barnewelle,CLT009,NGN,Rainbow Bank,72413036,CHASUS33,SystemG,06-01-2021
Henrieta Tabram,CLT010,RUB,Emerald Bank,111909993,CITIUS33,SystemE,3/15/2020
Tove Patrick,CLT001,UZS,Maple Leaf Bank,72402348,FTBCUS3C,SystemH,12/28/2021
Reagan Addison,CLT002,EUR,Mountain View Bank,21404465,BOFAUS3N,SystemB,9/18/2021
Benson Ashbolt,CLT003,CNY,Mountain View Bank,123271978,CHASUS33,SystemA,11-08-2020
Mona Fielden,CLT004,RSD,Starlight Bank,21200575,PNCCUS33,SystemI,4/23/2020
Kikelia Mendonca,CLT005,CNY,Mountain View Bank,91000022,USBKUS44IMT,SystemE,11-06-2021
Maurie Upcraft,CLT006,EUR,Silver Lake Bank,62206431,CITIUS33,SystemE,04-04-2021
Fifine Kurt,CLT007,RUB,Ocean Breeze Bank,11000206,BOFAUS3N,SystemG,05-11-2020
Barbra Harbage,CLT008,IDR,Starlight Bank,44212922,CITIUS33,SystemJ,7/27/2021
Ron Cree,CLT009,EUR,Ocean Breeze Bank,122220849,CITIUS33,SystemG,10-09-2020
Karolina Moyles,CLT010,PLN,Ocean Breeze Bank,322271627,CHASUS33,SystemB,01-11-2020
Magdalena Erley,CLT001,RSD,Maple Leaf Bank,43305131,PNCCUS33,SystemI,07-09-2020
Cross Chill,CLT002,ZWL,Starlight Bank,241070417,CITIUS33,SystemJ,06-11-2021
Jocelin Elia,CLT003,CNY,Golden Gate Bank,113105449,WFBIUS6S,SystemG,10/26/2020
Alex Olifaunt,CLT004,CZK,Sunset Bank,112002080,BOFAUS3N,SystemF,05-05-2021
Farah Vern,CLT005,ILS,Ocean Breeze Bank,67007156,CITIUS33,SystemF,10/26/2020
Daron Maty,CLT006,PHP,Mountain View Bank,67008579,BOFAUS3N,SystemE,5/29/2020
Parry Cocklin,CLT007,SDG,Silver Lake Bank,63105544,CITIUS33,SystemH,03-07-2021
Shena Houldin,CLT008,RUB,Golden Gate Bank,71214126,FTBCUS3C,SystemI,5/20/2021
Brade Smitheman,CLT009,IDR,Sunset Bank,221270347,BOFAUS3N,SystemD,8/20/2021
Kellsie McGiff,CLT010,HNL,Rainbow Bank,111313631,CITIUS33,SystemG,12/20/2021
Charla Drayn,CLT001,CNY,Silver Lake Bank,121000358,BOFAUS3N,SystemG,1/17/2020
Elke Retchless,CLT002,PYG,Pineapple Bank,56007387,BOFAUS3N,SystemB,7/15/2021
Mae Corston,CLT003,VND,Starlight Bank,51401331,PNCCUS33,SystemA,03-02-2021
Orran Witcombe,CLT004,GEL,Maple Leaf Bank,65300211,CITIUS33,SystemA,7/16/2020
Marve Keates,CLT005,JPY,Golden Gate Bank,63115738,FTBCUS3C,SystemH,08-04-2021
Emory Godden,CLT006,EUR,Golden Gate Bank,71900948,CHASUS33,SystemJ,10-09-2020
Jarred Pamplin,CLT007,IDR,Sunset Bank,63110791,PNCCUS33,SystemE,12/26/2021
Ame O'Hollegan,CLT008,PHP,Ocean Breeze Bank,111015159,WFBIUS6S,SystemC,11-09-2020
Leena Dufore,CLT009,PHP,Silver Lake Bank,51409139,CITIUS33,SystemJ,10/19/2020
Rori Allabush,CLT010,EUR,Sunset Bank,103101330,CITIUS33,SystemH,12-08-2021
Johny Rupprecht,CLT001,BRL,Maple Leaf Bank,31313562,PNCCUS33,SystemI,10-11-2021
Giralda Chafer,CLT002,EUR,Maple Leaf Bank,242071305,PNCCUS33,SystemC,10/25/2021
Amalia Nicklinson,CLT003,THB,Maple Leaf Bank,64101301,CITIUS33,SystemD,8/31/2020
Barrie Gilffilland,CLT004,CNY,Rainbow Bank,226070571,NFBKUS33,SystemF,04-02-2021
Xylina Tidmas,CLT005,BGN,Starlight Bank,226070717,MRMDUS33,SystemD,4/14/2021
Shawnee Persich,CLT006,ARS,Silver Lake Bank,255072935,WFBIUS6S,SystemD,07-03-2021
Marrissa Pettie,CLT007,CNY,Sunset Bank,21309201,CITIUS33,SystemG,06-12-2020
Missy Burleton,CLT008,RUB,Pineapple Bank,311972652,CITIUS33,SystemG,09-06-2021
Ava McDermid,CLT009,CNY,Emerald Bank,21202175,WFBIUS6S,SystemC,10/20/2020
Jeniece Sellens,CLT010,RUB,Silver Lake Bank,111909867,CITIUS33,SystemG,12/16/2021
Joachim Scudder,CLT001,THB,Emerald Bank,313173349,NFBKUS33,SystemC,05-08-2021
Kendall MacInerney,CLT002,RSD,Rainbow Bank,121108250,BOFAUS3N,SystemG,10-04-2020
Lockwood Marris,CLT003,SEK,Maple Leaf Bank,122000661,BOFAUS3N,SystemJ,12-12-2021
Haywood Slobom,CLT004,HRK,Golden Gate Bank,71925130,FTBCUS3C,SystemA,9/20/2021
Kermy Mannix,CLT005,EUR,Silver Lake Bank,21001318,BOFAUS3N,SystemC,3/24/2020
Eudora Harsnipe,CLT006,CNY,Mountain View Bank,111101377,NFBKUS33,SystemC,11/26/2021
Redford Peek,CLT007,ILS,Golden Gate Bank,53200446,BOFAUS3N,SystemJ,11-03-2020
Pall Friar,CLT008,UAH,Maple Leaf Bank,111908965,CITIUS33,SystemH,12-09-2021
Kale Peasegod,CLT009,THB,Silver Lake Bank,122487307,WFBIUS6S,SystemH,12-03-2020
Sib Wetherell,CLT010,RUB,Sunset Bank,81503380,CITIUS33,SystemJ,4/20/2020
Andie Wessing,CLT001,IDR,Maple Leaf Bank,65300211,CITIUS33,SystemJ,08-03-2020
Cece Houndsom,CLT002,EUR,Golden Gate Bank,81503380,CITIUS33,SystemG,6/30/2020
Annemarie Samwayes,CLT003,COP,Ocean Breeze Bank,61203257,PNCCUS33,SystemC,3/17/2020
Murray Kornes,CLT004,CNY,Golden Gate Bank,26002626,MRMDUS33,SystemD,9/21/2021
Ginger Jojic,CLT005,ZAR,Ocean Breeze Bank,21272723,CHASUS33,SystemF,1/28/2020
Ancell Crocumbe,CLT006,ALL,Starlight Bank,74905225,CITIUS33,SystemG,6/24/2021
Olia Toseland,CLT007,CNY,Ocean Breeze Bank,92900985,CITIUS33,SystemB,2/25/2020
Meridel Bulluck,CLT008,NGN,Starlight Bank,122220849,CITIUS33,SystemJ,02-03-2021
Constantin Smithin,CLT009,RUB,Pineapple Bank,267086058,BOFAUS3N,SystemE,7/31/2021
Tyne Celiz,CLT010,XOF,Mountain View Bank,122220849,CITIUS33,SystemD,07-05-2020
Elihu Rustan,CLT001,EUR,Golden Gate Bank,51404985,WFBIUS6S,SystemG,3/19/2020
Amberly Secret,CLT002,JPY,Silver Lake Bank,254070019,WFBIUS6S,SystemA,5/20/2020
Mira Dewdney,CLT003,BYR,Emerald Bank,63100277,BOFAUS3N,SystemC,8/19/2021
Mordecai Vogeler,CLT004,CNY,Pineapple Bank,311972652,CITIUS33,SystemJ,2/25/2021
Blondie Toby,CLT005,IDR,Mountain View Bank,71001041,USBKUS44IMT,SystemD,02-02-2021
Heriberto Iacovo,CLT006,PLN,Golden Gate Bank,72409888,FTBCUS3C,SystemH,7/28/2020
Fawnia Borrington,CLT007,CNY,Sunset Bank,83002342,FTBCUS3C,SystemH,11-04-2020
Mycah Sail,CLT008,MXN,Starlight Bank,71103619,BOFAUS3N,SystemA,6/26/2021
Sheena Fannin,CLT009,CNY,Ocean Breeze Bank,101104494,CITIUS33,SystemF,11-07-2021
Keane Mallan,CLT010,BOB,Maple Leaf Bank,226072375,NFBKUS33,SystemE,03-11-2021
Candra Tixier,CLT001,EUR,Maple Leaf Bank,104106509,CITIUS33,SystemE,11-10-2021
Dov Yanshinov,CLT002,CNY,Golden Gate Bank,102201244,BOFAUS3N,SystemA,12-12-2021
Tobe Rampton,CLT003,IDR,Emerald Bank,63106006,BOFAUS3N,SystemE,01-11-2021
Becky Mayger,CLT004,EUR,Starlight Bank,11500337,BOFAUS3N,SystemF,12/22/2021
Rupert Sustin,CLT005,CNY,Maple Leaf Bank,64205388,CITIUS33,SystemC,09-04-2020
Gaston Gotthard,CLT006,EUR,Emerald Bank,81000058,BOFAUS3N,SystemI,1/20/2021
Johnette Dubs,CLT007,HRK,Starlight Bank,114921172,CHASUS33,SystemD,2/14/2021
Cordelie Bourbon,CLT008,CNY,Mountain View Bank,71900799,FTBCUS3C,SystemC,05-01-2020
Analise Ronchi,CLT009,DOP,Emerald Bank,31300465,WFBIUS6S,SystemB,10/16/2021
Adel Codman,CLT010,PHP,Ocean Breeze Bank,71923323,FTBCUS3C,SystemA,10/23/2021
Bartie Snel,CLT001,EUR,Ocean Breeze Bank,31100225,WFBIUS6S,SystemB,4/23/2020
Antoni Smedmoor,CLT002,ALL,Maple Leaf Bank,28001489,CITIUS33,SystemB,1/28/2021
Netta Hanbury,CLT003,CNY,Mountain View Bank,82000073,BOFAUS3N,SystemH,8/17/2021
Chryste Wykey,CLT004,USD,Emerald Bank,236073474,BOFAUS3N,SystemC,11-06-2021
Dean Wanstall,CLT005,IDR,Emerald Bank,114907633,CITIUS33,SystemH,08-03-2020
Brinna Ioan,CLT006,CNY,Emerald Bank,21206676,SVRNUS33,SystemD,1/26/2020
Wilfrid Noulton,CLT007,PEN,Rainbow Bank,107005607,BOFAUS3N,SystemA,11/13/2021
Gracie Polleye,CLT008,JPY,Ocean Breeze Bank,52100893,PNCCUS33,SystemF,9/14/2020
Chelsae Marages,CLT009,MKD,Rainbow Bank,81000032,BOFAUS3N,SystemB,8/18/2021
Pepita Barta,CLT010,COP,Pineapple Bank,91900465,WFBIUS6S,SystemH,12/13/2020
Lamond Mayell,CLT001,PLN,Rainbow Bank,221272332,SVRNUS33,SystemB,10/21/2021
Angele Liebmann,CLT002,CNY,Starlight Bank,125000024,BOFAUS3N,SystemH,07-02-2021
Greer Lambertson,CLT003,IDR,Sunset Bank,321070007,CITIUS33,SystemG,10/28/2021
Chickie Theakston,CLT004,BGN,Emerald Bank,226070555,NFBKUS33,SystemI,5/15/2021
Madelon Vannuccini,CLT005,PHP,Maple Leaf Bank,271972718,USBKUS44IMT,SystemC,5/28/2021
Gwendolen Stodhart,CLT006,PYG,Mountain View Bank,64205388,CITIUS33,SystemC,10-04-2021
Gigi Kinnar,CLT007,CNY,Emerald Bank,22310422,CITIUS33,SystemI,11/27/2021
Evelyn Bendel,CLT008,CNY,Pineapple Bank,61101155,WFBIUS6S,SystemB,1/30/2020
Selig Wickey,CLT009,AFN,Golden Gate Bank,81010860,PNCCUS33,SystemG,01-09-2020
Iggy Abella,CLT010,HNL,Starlight Bank,61101197,CITIUS33,SystemD,06-06-2020
Emerson Negus,CLT001,IDR,Mountain View Bank,84301767,BOFAUS3N,SystemH,10/30/2021
Melania Albro,CLT002,BAM,Mountain View Bank,11100106,WFBIUS6S,SystemB,11/19/2021
Jessika Buxam,CLT003,BDT,Ocean Breeze Bank,65401246,NFBKUS33,SystemH,7/31/2020
Nixie Rospars,CLT004,MXN,Mountain View Bank,72401585,PNCCUS33,SystemC,01-09-2021
Nikolas Mellmoth,CLT005,EUR,Sunset Bank,124000012,WFBIUS6S,SystemC,9/13/2020
Filberte Shortin,CLT006,EUR,Starlight Bank,11500337,BOFAUS3N,SystemB,5/17/2021
Ermengarde Broadhead,CLT007,COP,Silver Lake Bank,111900510,NFBKUS33,SystemB,02-07-2021
Jamison Cherrington,CLT008,CNY,Emerald Bank,72403907,FTBCUS3C,SystemJ,12/21/2020
Daveen Haldane,CLT009,BTN,Rainbow Bank,321070007,CITIUS33,SystemD,06-04-2021
Perle Krzyzanowski,CLT010,IDR,Starlight Bank,322271627,CHASUS33,SystemF,12/21/2020
Alverta Pattle,CLT001,SEK,Silver Lake Bank,26073079,WFBIUS6S,SystemF,10-10-2021
Sherry Fidian,CLT002,EUR,Maple Leaf Bank,221371822,MRMDUS33,SystemJ,8/13/2020
Merrilee Brockie,CLT003,AFN,Silver Lake Bank,81000058,BOFAUS3N,SystemG,3/22/2020
Hallsy Crayton,CLT004,VND,Sunset Bank,103000813,CHASUS33,SystemB,12-01-2021
Doris Simoncelli,CLT005,SEK,Ocean Breeze Bank,86300041,FTBCUS3C,SystemA,9/28/2020
Bethena Chelsom,CLT006,JPY,Maple Leaf Bank,82907464,BOFAUS3N,SystemG,06-07-2021
Andra Flye,CLT007,RUB,Rainbow Bank,22310422,CITIUS33,SystemH,10-10-2021
Jeremiah Steinor,CLT008,USD,Sunset Bank,31200730,WFBIUS6S,SystemG,10-05-2021
Angelico Mealham,CLT009,MAD,Sunset Bank,21000128,CHASUS33,SystemG,8/29/2021
Marillin Hufton,CLT010,DKK,Sunset Bank,51404985,WFBIUS6S,SystemF,8/14/2021
Felicia Abramamovh,CLT001,PLN,Pineapple Bank,271973791,PNCCUS33,SystemG,1/30/2021
Nedda Lesslie,CLT002,UAH,Rainbow Bank,122187076,WFBIUS6S,SystemC,12-02-2020
Gaelan Redwin,CLT003,EUR,Starlight Bank,271070607,PNCCUS33,SystemI,08-02-2021
Marylinda Tolley,CLT004,CNY,Maple Leaf Bank,272471438,FTBCUS3C,SystemH,01-08-2020
Peggie Baly,CLT005,SOS,Starlight Bank,72401585,PNCCUS33,SystemI,4/13/2020
Miguel Fielders,CLT006,COP,Rainbow Bank,31176110,NFBKUS33,SystemI,6/17/2020
Sallie Sharpless,CLT007,USD,Ocean Breeze Bank,111915709,NFBKUS33,SystemG,12/26/2021
Nikoletta Dobey,CLT008,PHP,Golden Gate Bank,111913798,NFBKUS33,SystemF,7/27/2021
Jere Watman,CLT009,IDR,Maple Leaf Bank,21200559,WFBIUS6S,SystemG,11/18/2021
Dorena Behn,CLT010,PYG,Ocean Breeze Bank,81019104,FTBCUS3C,SystemF,10-07-2020
Ange Huckle,CLT001,THB,Emerald Bank,71121471,FTBCUS3C,SystemI,10/22/2021
Dianne Lissaman,CLT002,IDR,Starlight Bank,83002342,FTBCUS3C,SystemI,12-02-2021
Regan Sindle,CLT003,PHP,Sunset Bank,122239937,CITIUS33,SystemH,06-10-2021
Pierrette Stockwell,CLT004,CZK,Silver Lake Bank,242071758,FTBCUS3C,SystemD,08-10-2020
Milzie Druce,CLT005,IDR,Maple Leaf Bank,75906171,CITIUS33,SystemD,01-10-2020
Morgen Inns,CLT006,CNY,Starlight Bank,122402159,CITIUS33,SystemG,10/13/2021
Cathy Eidelman,CLT007,NIO,Rainbow Bank,111908965,CITIUS33,SystemH,02-06-2020
Feodora Ambrozik,CLT008,PHP,Maple Leaf Bank,114921172,CHASUS33,SystemD,12/31/2020
Saloma Ickowics,CLT009,TZS,Ocean Breeze Bank,21202719,CHASUS33,SystemH,11-08-2021
Keene Dorbin,CLT010,USD,Golden Gate Bank,104902062,CITIUS33,SystemD,9/23/2020
Merrili Rushforth,CLT001,USD,Silver Lake Bank,101001173,BOFAUS3N,SystemC,5/13/2021
Cassie MacNalley,CLT002,KZT,Golden Gate Bank,64101576,USBKUS44IMT,SystemB,08-01-2020
Iggy Hebblewhite,CLT003,IDR,Mountain View Bank,81904808,BOFAUS3N,SystemE,10/30/2021
Constantine Merck,CLT004,USD,Silver Lake Bank,82000549,USBKUS44IMT,SystemJ,4/22/2021
Gabriela Hobson,CLT005,RUB,Ocean Breeze Bank,11301646,BOFAUS3N,SystemI,11/24/2021
Welbie Kellog,CLT006,BRL,Sunset Bank,101111351,CITIUS33,SystemE,02-02-2020
Celinda Wrench,CLT007,MXN,Golden Gate Bank,101200453,USBKUS44IMT,SystemF,11/25/2020
Nicholle Segot,CLT008,IDR,Ocean Breeze Bank,42201948,USBKUS44IMT,SystemE,3/30/2021
Hershel Ginnally,CLT009,CNY,Silver Lake Bank,26002626,MRMDUS33,SystemA,9/16/2021
Jazmin Llop,CLT010,RUB,Rainbow Bank,61119639,PNCCUS33,SystemH,2/22/2021
Gordy Magister,CLT001,VEF,Mountain View Bank,122402159,CITIUS33,SystemE,6/19/2020
Margalit Sharphouse,CLT002,ZAR,Sunset Bank,55001122,PNCCUS33,SystemH,02-08-2020
Evaleen Agott,CLT003,KWD,Mountain View Bank,74000010,CHASUS33,SystemF,6/21/2021
Jimmie Basnett,CLT004,MNT,Ocean Breeze Bank,11804185,BOFAUS3N,SystemI,7/20/2021
Galvan Jansen,CLT005,EUR,Maple Leaf Bank,221270347,BOFAUS3N,SystemE,10-08-2021
Vaclav Bullene,CLT006,COP,Silver Lake Bank,114000653,BOFAUS3N,SystemG,5/17/2021
Viv Connachan,CLT007,MYR,Ocean Breeze Bank,51409223,CITIUS33,SystemA,9/22/2020
Harri Penchen,CLT008,IDR,Pineapple Bank,221270347,BOFAUS3N,SystemF,12/21/2021
Marya Kelsall,CLT009,CNY,Pineapple Bank,114921172,CHASUS33,SystemI,06-10-2020
Towny MacSween,CLT010,CNY,Mountain View Bank,271970066,CITIUS33,SystemG,7/17/2020
Dmitri Shilvock,CLT001,USD,Mountain View Bank,61192630,PNCCUS33,SystemI,8/24/2020
Becka Bamforth,CLT002,EUR,Emerald Bank,111900659,WFBIUS6S,SystemF,06-04-2020
Tiphani Dodsley,CLT003,BRL,Pineapple Bank,21201011,WFBIUS6S,SystemD,2/27/2021
Janel Skillett,CLT004,THB,Ocean Breeze Bank,63113057,FTBCUS3C,SystemE,12-05-2021
Markos Carlens,CLT005,MXN,Pineapple Bank,321180748,CHASUS33,SystemA,2/14/2020
Killy Jecock,CLT006,EUR,Sunset Bank,53201610,BOFAUS3N,SystemI,10/29/2021
Dex Jackson,CLT007,IDR,Rainbow Bank,221272332,SVRNUS33,SystemI,03-10-2021
Teressa Commusso,CLT008,ZAR,Silver Lake Bank,242170031,PNCCUS33,SystemH,6/19/2021
Xylia Beade,CLT009,IDR,Golden Gate Bank,111900510,NFBKUS33,SystemJ,12/25/2020
Arvy D'Almeida,CLT010,XAF,Silver Lake Bank,122000658,BOFAUS3N,SystemD,10-07-2021
